id,address,square,constr_year,levels,flats,latitude,longitude ,created_at,updated_at
230,"Новороссийск, ул. Куникова, 48",2918.57,1981,9,34,44.69204385,37.775512579206,17.06.2023,17.06.2023
231,"Новороссийск, ул. Куникова, 5",12162.8,2020,17,142,44.6948281,37.7865701258121,17.06.2023,17.06.2023
232,"Новороссийск, ул. Куникова, 50",4104.2,1978,5,90,44.69131725,37.7749395,17.06.2023,17.06.2023
233,"Новороссийск, ул. Куникова, 50А",5293.2,1982,9,170,44.69051695,37.7751182875972,17.06.2023,17.06.2023
234,"Новороссийск, ул. Куникова, 52",6533.5,1981,9,108,44.6919233,37.7748876,17.06.2023,17.06.2023
235,"Новороссийск, ул. Куникова, 52А",2418.7,0,10,0,44.6908708,37.7739899000954,17.06.2023,17.06.2023
236,"Новороссийск, ул. Куникова, 54",3878,1981,5,60,44.69176965,37.7725994542445,17.06.2023,17.06.2023
237,"Новороссийск, ул. Куникова, 58",3784.75,1982,5,120,44.69109675,37.77266875,17.06.2023,17.06.2023
238,"Новороссийск, ул. Куникова, 58А",3887.7,1983,5,120,44.69114625,37.773207,17.06.2023,17.06.2023
239,"Новороссийск, ул. Куникова, 60",4598.4,1983,5,133,44.691059,37.7721095,17.06.2023,17.06.2023
240,"Новороссийск, ул. Куникова, 60А",4186.1,1983,9,64,44.6905528,37.7716233,17.06.2023,17.06.2023
241,"Новороссийск, ул. Куникова, 62",3963.81,1982,5,120,44.6910029,37.7711871245667,17.06.2023,17.06.2023
242,"Новороссийск, ул. Куникова, 62А",2630,1984,9,34,44.69156275,37.7712187641875,17.06.2023,17.06.2023
243,"Новороссийск, ул. Куникова, 64",5234.4,1980,5,89,44.69086405,37.770627,17.06.2023,17.06.2023
244,"Новороссийск, ул. Куникова, 64А",4789.3,1981,5,90,44.6897007,37.77083015,17.06.2023,17.06.2023
245,"Новороссийск, ул. Куникова, 66",5870.8,1980,9,108,44.69136865,37.7699065117592,17.06.2023,17.06.2023
246,"Новороссийск, ул. Куникова, 9",12335.9,1991,9,170,44.6941609,37.7845037,17.06.2023,17.06.2023
247,"Новороссийск, ул. Куникова, 92",3698.65,1977,9,154,44.6912311,37.7649505759275,17.06.2023,17.06.2023
248,"Новороссийск, ул. Куникова, 92А",4094.63,0,5,0,44.6898734,37.7649075,17.06.2023,17.06.2023
249,"Новороссийск, ул. Куникова, 92Б",1070.7,1980,5,60,44.6900744,37.76426795,17.06.2023,17.06.2023
250,"Новороссийск, ул. Куникова, 94",2019.6,1978,9,117,44.6915598,37.7639609554806,17.06.2023,17.06.2023
251,"Новороссийск, ул. Леднева, 8",3271.6,1960,5,80,44.7235405,37.7734944,17.06.2023,17.06.2023
252,"Новороссийск, ул. Леженина, 90",4045.7,1965,5,109,44.70199265,37.7827326735292,17.06.2023,17.06.2023
253,"Новороссийск, ул. Лермонтова, 10",174,1901,2,9,44.73868685,37.77994635,17.06.2023,17.06.2023
254,"Новороссийск, ул. Лермонтова, 8",168.6,1917,2,9,44.73859495,37.7802093417447,17.06.2023,17.06.2023
255,"Новороссийск, ул. Малоземельская, 10",174.8,1981,9,34,44.6876391,37.7677845070715,17.06.2023,17.06.2023
256,"Новороссийск, ул. Малоземельская, 11",3428.9,1987,5,60,44.6894844,37.7695489962964,17.06.2023,17.06.2023
257,"Новороссийск, ул. Малоземельская, 13",3427.8,1984,5,60,44.6895238,37.7700928755542,17.06.2023,17.06.2023
258,"Новороссийск, ул. Малоземельская, 14",3881.38,1982,9,72,44.6892317,37.76652335,17.06.2023,17.06.2023
259,"Новороссийск, ул. Малоземельская, 14А",22664.1,2013,16,262,44.68900055,37.7677713625529,17.06.2023,17.06.2023
260,"Новороссийск, ул. Малоземельская, 15",9186.82,1985,9,128,44.6902546,37.7684348259422,17.06.2023,17.06.2023
261,"Новороссийск, ул. Малоземельская, 19",2407.3,1987,9,33,44.6910284,37.7683801,17.06.2023,17.06.2023
262,"Новороссийск, ул. Малоземельская, 21",2307.7,1986,9,33,44.6912289,37.7686203,17.06.2023,17.06.2023
263,"Новороссийск, ул. Малоземельская, 23",2387.9,1986,9,33,44.69143365,37.7688417,17.06.2023,17.06.2023
264,"Новороссийск, ул. Малоземельская, 3",10684.1,1985,9,209,44.6869598,37.7692619,17.06.2023,17.06.2023
265,"Новороссийск, ул. Малоземельская, 4",3043.5,1981,9,32,44.6866613,37.7681503,17.06.2023,17.06.2023
266,"Новороссийск, ул. Малоземельская, 5",9222.5,1990,9,116,44.6877061,37.7692432,17.06.2023,17.06.2023
267,"Новороссийск, ул. Малоземельская, 6",1287.2,1981,9,34,44.68687755,37.7679586558037,17.06.2023,17.06.2023
268,"Новороссийск, ул. Малоземельская, 7",2282.5,1988,9,36,44.68857385,37.7692215,17.06.2023,17.06.2023
269,"Новороссийск, ул. Малоземельская, 8",2192.2,1984,9,32,44.68744855,37.7679542599752,17.06.2023,17.06.2023
270,"Новороссийск, ул. Малоземельская, 9",10295.6,1981,9,180,44.6891782,37.76885265,17.06.2023,17.06.2023
271,"Новороссийск, ул. Маркова, 5",449.6,1958,2,8,44.74816265,37.7534719,17.06.2023,17.06.2023
272,"Новороссийск, ул. Менжинского, 20/22",568.4,1960,2,16,44.7420538,37.7700110165678,17.06.2023,17.06.2023
273,"Новороссийск, ул. Мефодиевская, 110",7070.5,1993,10,116,44.7448421,37.7644269,17.06.2023,17.06.2023
274,"Новороссийск, ул. Мира, 10",4903.64,1932,4,68,44.7189282,37.7806726,17.06.2023,17.06.2023
275,"Новороссийск, ул. Мира, 10А",960.3,1999,4,12,44.7288316,37.7666267,17.06.2023,17.06.2023
276,"Новороссийск, ул. Мира, 12",3330.8,1948,4,44,44.71869865,37.7810561141315,17.06.2023,17.06.2023
277,"Новороссийск, ул. Мира, 14/4",3581.3,1957,5,49,44.7288316,37.7666267,17.06.2023,17.06.2023
278,"Новороссийск, ул. Мира, 15",1005.6,1950,3,15,44.6857362,37.756353164569,17.06.2023,17.06.2023
279,"Новороссийск, ул. Мира, 16/18",4128.7,2007,9,35,44.7288316,37.7666267,17.06.2023,17.06.2023
280,"Новороссийск, ул. Мира, 19",2322.9,1958,4,64,44.7220758,37.7763264245346,17.06.2023,17.06.2023
281,"Новороссийск, ул. Мира, 20/22",2737.1,1958,4,47,44.7288316,37.7666267,17.06.2023,17.06.2023
282,"Новороссийск, ул. Мира, 24",16122.3,2008,12,116,44.71667925,37.7834012009586,17.06.2023,17.06.2023
283,"Новороссийск, ул. Мира, 25",1228.6,0,3,0,44.7199207,37.7788682177235,17.06.2023,17.06.2023
284,"Новороссийск, ул. Мира, 29",2218.6,1940,5,35,44.7842575,37.70307325,17.06.2023,17.06.2023
285,"Новороссийск, ул. Мира, 37",5429,1978,5,90,44.71753415,37.78177025,17.06.2023,17.06.2023
286,"Новороссийск, ул. Мира, 45",4244,1962,5,56,44.7170139,37.7823978,17.06.2023,17.06.2023
287,"Новороссийск, ул. Мира, 47",3323.8,1991,9,71,44.7166308,37.7827328077488,17.06.2023,17.06.2023
288,"Новороссийск, ул. Мира, 49",1517.4,1958,4,25,44.71636,37.7831841,17.06.2023,17.06.2023
289,"Новороссийск, ул. Михайлова, 16А",390.7,0,2,0,44.7388426,37.7695362,17.06.2023,17.06.2023
290,"Новороссийск, ул. Молодежная, 10",5010.9,1994,10,79,44.6815109,37.78800355,17.06.2023,17.06.2023
291,"Новороссийск, ул. Молодежная, 12",4031.1,0,10,0,44.6818866,37.7872796,17.06.2023,17.06.2023
292,"Новороссийск, ул. Молодежная, 14",4468.5,2004,7,48,44.682227,37.78692365,17.06.2023,17.06.2023
293,"Новороссийск, ул. Молодежная, 16",6569.5,2007,9,107,44.68261435,37.78796535,17.06.2023,17.06.2023
294,"Новороссийск, ул. Молодежная, 18",6263,2003,10,78,44.68199225,37.78819025,17.06.2023,17.06.2023
295,"Новороссийск, ул. Молодежная, 20",4661.36,1996,10,79,44.68231885,37.7896055,17.06.2023,17.06.2023
296,"Новороссийск, ул. Молодежная, 22",5893.7,1994,10,80,44.68268615,37.7892205098458,17.06.2023,17.06.2023
297,"Новороссийск, ул. Молодежная, 24",4638.8,1998,10,80,44.6822469,37.78884755,17.06.2023,17.06.2023
298,"Новороссийск, ул. Молодежная, 26",5096.7,0,10,0,44.6806075,37.7865943,17.06.2023,17.06.2023
299,"Новороссийск, ул. Молодежная, 28",10764,1996,10,187,44.6836168,37.7876400695736,17.06.2023,17.06.2023
300,"Новороссийск, ул. Молодежная, 28А",1594.7,2005,6,11,44.6837281,37.7872986,17.06.2023,17.06.2023
301,"Новороссийск, ул. Молодежная, 30",4258,1995,10,80,44.68296665,37.7878015,17.06.2023,17.06.2023
302,"Новороссийск, ул. Молодежная, 4",10563.2,1992,9,136,44.68145255,37.789651385229,17.06.2023,17.06.2023
303,"Новороссийск, ул. Молодежная, 4А",2585.1,2004,10,17,44.6818455,37.78971395,17.06.2023,17.06.2023
304,"Новороссийск, ул. Молодежная, 6",4199.6,1993,9,72,44.6810801,37.7885811695084,17.06.2023,17.06.2023
305,"Новороссийск, ул. Молодежная, 8",9636.8,1993,9,161,44.681077,37.78704,17.06.2023,17.06.2023
306,"Новороссийск, ул. Молодежная, 8А",756.6,1996,6,5,44.74054,37.7027406,17.06.2023,17.06.2023
307,"Новороссийск, ул. Мурата Ахеджака, 17",33486.4,2021,16,492,44.6718511,37.7888138367844,17.06.2023,17.06.2023
308,"Новороссийск, ул. Мурата Ахеджака, 18",18155.2,2021,10,0,44.6733329,37.7903096954927,17.06.2023,17.06.2023
309,"Новороссийск, ул. Мурата Ахеджака, 21",18478,2019,16,224,44.672315,37.790435,17.06.2023,17.06.2023
310,"Новороссийск, ул. Мурата Ахеджака, 22",22053.7,2015,16,352,44.67354455,37.792156,17.06.2023,17.06.2023
311,"Новороссийск, ул. Мурата Ахеджака, 24",21918.7,2015,16,352,44.6739003,37.7929795,17.06.2023,17.06.2023
312,"Новороссийск, ул. Мурата Ахеджака, 4",10200.1,2013,10,139,44.6734254,37.7815425,17.06.2023,17.06.2023
313,"Новороссийск, ул. Мурата Ахеджака, 6",27694.8,2014,17,368,44.67327835,37.7826690034916,17.06.2023,17.06.2023
314,"Новороссийск, ул. Октябрьская, 20А",199.5,1918,2,7,44.7145509,37.7689407,17.06.2023,17.06.2023
315,"Новороссийск, ул. Парк Б, 27",859.1,1912,2,27,44.7393894,37.7604736368004,17.06.2023,17.06.2023
316,"Новороссийск, ул. Парк Б, 29",302,1917,1,12,44.73888425,37.7613135845806,17.06.2023,17.06.2023
317,"Новороссийск, ул. Парк Б, 3",282.3,1954,1,18,44.7406331,37.7633198,17.06.2023,17.06.2023
318,"Новороссийск, ул. Пенайская, 14",488.9,1941,2,8,44.72333805,37.8294057206833,17.06.2023,17.06.2023
319,"Новороссийск, ул. Пенайская, 7",560.2,1947,2,12,44.724174,37.829148182984,17.06.2023,17.06.2023
320,"Новороссийск, ул. Пионерская, 12",2390,1997,10,40,44.67900885,37.7867896266866,17.06.2023,17.06.2023
321,"Новороссийск, ул. Пионерская, 14",3286.5,2018,9,54,44.67906625,37.7865451956953,17.06.2023,17.06.2023
322,"Новороссийск, ул. Пионерская, 15",6297.3,1996,10,110,44.6797687,37.7858621132057,17.06.2023,17.06.2023
323,"Новороссийск, ул. Пионерская, 17",8511.3,1994,10,150,44.679331,37.7854568385434,17.06.2023,17.06.2023
324,"Новороссийск, ул. Пионерская, 18",9254.7,2014,16,112,44.67491615,37.78691792555,17.06.2023,17.06.2023
325,"Новороссийск, ул. Пионерская, 19",2607.6,1994,11,39,44.6793874,37.7843388495193,17.06.2023,17.06.2023
326,"Новороссийск, ул. Пионерская, 21",3102.8,2007,11,74,44.678991,37.783892,17.06.2023,17.06.2023
327,"Новороссийск, ул. Пионерская, 21А",2435.2,2007,1,23,44.6783865,37.7836902,17.06.2023,17.06.2023
328,"Новороссийск, ул. Пионерская, 21Б",4770.7,2007,10,80,44.6787816,37.7862699,17.06.2023,17.06.2023
329,"Новороссийск, ул. Пионерская, 23",16014.3,2010,10,162,44.67846665,37.7849429975646,17.06.2023,17.06.2023
330,"Новороссийск, ул. Пионерская, 23А",9928.5,2013,19,108,44.6780202,37.7859965,17.06.2023,17.06.2023
331,"Новороссийск, ул. Пионерская, 25",8710.7,2000,10,149,44.6777367,37.7859931,17.06.2023,17.06.2023
332,"Новороссийск, ул. Пионерская, 27",5148.6,2001,10,0,44.6778204,37.7844642993733,17.06.2023,17.06.2023
333,"Новороссийск, ул. Пионерская, 33",9029.5,2007,9,108,44.6771954,37.784973,17.06.2023,17.06.2023
334,"Новороссийск, ул. Пионерская, 37",3153.5,1994,5,60,44.67719845,37.78591715,17.06.2023,17.06.2023
335,"Новороссийск, ул. Пионерская, 39",9605.3,2006,9,104,44.67779695,37.7837256515827,17.06.2023,17.06.2023
336,"Новороссийск, ул. Пионерская, 43",9010.6,2012,17,105,44.67575705,37.7858805870857,17.06.2023,17.06.2023
337,"Новороссийск, ул. Пионерская, 45",9440.4,2014,16,105,44.67537935,37.7858653,17.06.2023,17.06.2023
338,"Новороссийск, ул. Пионерская, 8",7713.4,2014,10,104,44.6840698,37.7873918,17.06.2023,17.06.2023
339,"Новороссийск, ул. Пионерская, 9",10383.9,2014,16,160,44.68185115,37.7856249478398,17.06.2023,17.06.2023
340,"Новороссийск, ул. Победы, 20",1534.2,0,3,0,44.7194077,37.7715549917355,17.06.2023,17.06.2023
341,"Новороссийск, ул. Прямая, 33",5192.7,1978,5,173,44.69624795,37.7772835403087,17.06.2023,17.06.2023
342,"Новороссийск, ул. Свердлова, 16Б",3905.6,1976,5,48,44.70575425,37.786921251582,17.06.2023,17.06.2023
343,"Новороссийск, ул. Свободы, 3/5",2665.2,0,4,50,44.7222598,37.7731855310541,17.06.2023,17.06.2023
344,"Новороссийск, ул. Свободы, 40",233.7,1917,1,6,44.75290145,37.7295549057598,17.06.2023,17.06.2023
345,"Новороссийск, ул. Свободы, 9/11",3427.7,0,4,59,44.72057705,37.77050615,17.06.2023,17.06.2023
346,"Новороссийск, ул. Советов, 10",3408.2,1962,5,64,44.7249307,37.7663896,17.06.2023,17.06.2023
347,"Новороссийск, ул. Советов, 11",2934.1,1957,4,24,44.7227065,37.7690866,17.06.2023,17.06.2023
348,"Новороссийск, ул. Советов, 12",2320.9,1958,4,32,44.72454855,37.767273731516,17.06.2023,17.06.2023
349,"Новороссийск, ул. Советов, 13",4715.9,1964,5,78,44.7221358,37.770203,17.06.2023,17.06.2023
350,"Новороссийск, ул. Советов, 16",3379.7,1961,5,80,44.7248914,37.7692637,17.06.2023,17.06.2023
351,"Новороссийск, ул. Советов, 2",6427.1,1965,5,160,44.7148884,37.7804798,17.06.2023,17.06.2023
352,"Новороссийск, ул. Советов, 2/6",7062.5,1965,5,160,44.72600785,37.76542262015,17.06.2023,17.06.2023
353,"Новороссийск, ул. Советов, 20",3485.2,1962,5,80,44.7244446,37.7702574,17.06.2023,17.06.2023
354,"Новороссийск, ул. Советов, 21",3594.6,1959,5,47,44.72033185,37.77266485,17.06.2023,17.06.2023
355,"Новороссийск, ул. Советов, 22",5658.2,1953,3,16,44.72376085,37.7699937781885,17.06.2023,17.06.2023
356,"Новороссийск, ул. Советов, 23",6300.7,1995,5,68,44.71978275,37.7731819211577,17.06.2023,17.06.2023
357,"Новороссийск, ул. Советов, 24",1207.7,1953,3,17,44.72301995,37.7704828709725,17.06.2023,17.06.2023
358,"Новороссийск, ул. Советов, 26",3853.3,1954,4,53,44.72271785,37.7711499648408,17.06.2023,17.06.2023
359,"Новороссийск, ул. Советов, 34",1639.9,1940,4,16,44.7217601,37.7731037482544,17.06.2023,17.06.2023
360,"Новороссийск, ул. Советов, 34А",688.3,1940,4,18,44.7255412,37.7646757,17.06.2023,17.06.2023
361,"Новороссийск, ул. Советов, 52",1635.6,0,4,0,44.7175426,37.7778587,17.06.2023,17.06.2023
362,"Новороссийск, ул. Советов, 58",6339.2,1956,6,79,44.7166865,37.7788984,17.06.2023,17.06.2023
363,"Новороссийск, ул. Советов, 60",1789.7,1930,5,0,44.71625785,37.7796537746186,17.06.2023,17.06.2023
364,"Новороссийск, ул. Советов, 62",2467.6,1930,4,37,44.71581905,37.7799166936159,17.06.2023,17.06.2023
365,"Новороссийск, ул. Советов, 64",1736.4,0,5,0,44.7157451,37.7810115,17.06.2023,17.06.2023
366,"Новороссийск, ул. Советов, 66",3983.7,1950,5,40,44.7149472,37.7809498,17.06.2023,17.06.2023
367,"Новороссийск, ул. Советов, 68",4939.8,1958,5,67,44.71450335,37.7820491507739,17.06.2023,17.06.2023
368,"Новороссийск, ул. Советов, 7",3201.1,1955,4,24,44.72341275,37.7674857500206,17.06.2023,17.06.2023
369,"Новороссийск, ул. Советов, 70",538.3,1934,3,12,44.7141437,37.78207795,17.06.2023,17.06.2023
370,"Новороссийск, ул. Советов, 72",361,1917,2,14,44.7138678,37.7822062,17.06.2023,17.06.2023
371,"Новороссийск, ул. Советов, 74",1195.8,1934,3,20,44.7133375,37.7827842,17.06.2023,17.06.2023
372,"Новороссийск, ул. Суворовская, 2А",3582.44,1966,5,80,44.70535775,37.7873235454111,17.06.2023,17.06.2023
373,"Новороссийск, ул. Суворовская, 6",426.5,1953,2,8,44.70431545,37.7864862,17.06.2023,17.06.2023
374,"Новороссийск, ул. Суворовская, 8",415,1952,2,8,44.70396695,37.7864263,17.06.2023,17.06.2023
375,"Новороссийск, ул. Суджукская, 80",652.4,0,4,0,44.6803934,37.76527775,17.06.2023,17.06.2023
376,"Новороссийск, ул. Тихоступа, 17",531.2,1971,2,10,44.7372813,37.78168065,17.06.2023,17.06.2023
377,"Новороссийск, ул. Тихоступа, 7",195.2,1886,1,7,44.7366023,37.7835787952028,17.06.2023,17.06.2023
378,"Новороссийск, ул. Хворостянского, 13",4815,1994,10,80,44.68032155,37.7826388,17.06.2023,17.06.2023
379,"Новороссийск, ул. Цедрика, 4",1589.1,1960,5,37,44.7147865,37.783115186339,17.06.2023,17.06.2023
380,"Новороссийск, ул. Черняховского, 10/12",1905.6,1959,3,24,44.7010339,37.784880743642,17.06.2023,17.06.2023
381,"Новороссийск, ул. Черняховского, 17",8295.5,2013,17,78,44.7016352,37.7822118230822,17.06.2023,17.06.2023
382,"Новороссийск, ул. Черняховского, 19",9192.1,2009,18,90,44.7017853,37.7818762359763,17.06.2023,17.06.2023
383,"Новороссийск, ул. Черняховского, 21",9100.5,2013,17,74,44.701636,37.781494,17.06.2023,17.06.2023
384,"Новороссийск, ул. Черняховского, 3",3156,1964,5,80,44.7016588,37.7871612267586,17.06.2023,17.06.2023
385,"Новороссийск, ул. Черняховского, 4",427,1957,2,8,44.7011789,37.7867196739271,17.06.2023,17.06.2023
386,"Новороссийск, ул. Черняховского, 6",421.4,1957,2,8,44.7011302,37.786245746941,17.06.2023,17.06.2023
387,"Новороссийск, ул. Шаумяна, 8",154.3,1927,1,3,44.73880545,37.7755415598236,17.06.2023,17.06.2023
388,"Новороссийск, ул. Щорса, 50Б",1195.8,0,5,0,44.7213871,37.7564668,17.06.2023,17.06.2023
389,"Новороссийск, ул. Элеваторная, 63",569.2,1961,2,16,44.739272,37.7710096,17.06.2023,17.06.2023
390,"Новороссийск, ул. Энгельса, 35",1202.9,1955,3,12,44.782728,37.6931489389615,17.06.2023,17.06.2023
391,"Новороссийск, ул. Энгельса, 35А",1217.3,1955,3,12,44.7132493,37.7766324,17.06.2023,17.06.2023
392,"Новороссийск, ул. Энгельса, 39",534.8,1920,2,12,44.71507815,37.7739755925238,17.06.2023,17.06.2023
393,"Новороссийск, ул. Энгельса, 41",685.5,1917,2,14,44.71477855,37.7745228886638,17.06.2023,17.06.2023
394,"Новороссийск, ул. Энгельса, 49",2290.88,1930,5,46,44.71307465,37.7760257038005,17.06.2023,17.06.2023
395,"Новороссийск, ул. Энгельса, 51",2191.8,0,4,0,44.7129383,37.7766771297765,17.06.2023,17.06.2023
396,"Новороссийск, ул. Энгельса, 55",2250.39,1956,4,99,44.7121112,37.7776487207881,17.06.2023,17.06.2023
397,"Новороссийск, ул. Энгельса, 57",1374.9,1930,2,26,44.7116629,37.7782575,17.06.2023,17.06.2023
398,"Новороссийск, ул. Энгельса, 63",430.2,1928,2,10,44.7109976,37.7789745251092,17.06.2023,17.06.2023
399,"Новороссийск, ул. Энгельса, 66",14000.5,1986,9,187,44.7111485,37.7803154,17.06.2023,17.06.2023
400,"Новороссийск, ул. Энгельса, 69А",187.8,1917,1,9,44.7132493,37.7766324,17.06.2023,17.06.2023
401,"Новороссийск, ул. Энгельса, 69Б",134.7,1917,2,6,44.7103424,37.7797318,17.06.2023,17.06.2023
402,"Новороссийск, ул. Энгельса, 70",2239.6,1954,4,31,44.7100822,37.7806589716746,17.06.2023,17.06.2023
403,"Новороссийск, ул. Энгельса, 71",4188.55,1948,4,33,44.7098308,37.7802329235925,17.06.2023,17.06.2023
404,"Новороссийск, ул. Энгельса, 72",638.7,1954,3,24,44.7098259,37.780982,17.06.2023,17.06.2023
405,"Новороссийск, ул. Энгельса, 74",6414.3,1983,9,104,44.70967635,37.781792838073,17.06.2023,17.06.2023
406,"Новороссийск, ул. Энгельса, 76",6684.8,1983,9,104,44.7092657,37.782302566755,17.06.2023,17.06.2023
407,"Новороссийск, ул. Энгельса, 78",6438.2,1983,9,104,44.708845,37.7827933868545,17.06.2023,17.06.2023
408,"Новороссийск, ул. Энгельса, 79",8393.9,2016,9,96,44.708663,37.7814908230869,17.06.2023,17.06.2023
409,"Новороссийск, ул. Энгельса, 80",6683,1983,9,104,44.7084411,37.783341,17.06.2023,17.06.2023
410,"Новороссийск, ул. Энгельса, 82",6198.42,1983,9,104,44.7080022,37.7837806565429,17.06.2023,17.06.2023
411,"Новороссийск, ул. Энгельса, 84",3435.7,1983,5,56,44.70755,37.784069,17.06.2023,17.06.2023
412,"Новороссийск, ул. Энгельса, 91",163.4,1917,1,5,44.70757465,37.7829852622302,17.06.2023,17.06.2023
413,"Новороссийск, ул. Энгельса, 93",27863,2020,23,274,44.707076,37.7827714681202,17.06.2023,17.06.2023
414,"Новороссийск, ул. Энгельса, 95",18494.4,2018,17,304,44.70686025,37.7836804773313,17.06.2023,17.06.2023
415,"Новороссийск, ул. Энгельса, 98",1767.37,1959,4,48,44.7068744,37.7843873,17.06.2023,17.06.2023
416,"Новороссийск, ул. Южная, 1",12319.2,2008,16,320,44.675433,37.7794633,17.06.2023,17.06.2023
417,"Новороссийск, ул. Южная, 10",12766.2,1994,10,240,44.67704145,37.783729759926,17.06.2023,17.06.2023
418,"Новороссийск, ул. Южная, 10А",4532.6,2014,9,40,44.67592385,37.633495468052,17.06.2023,17.06.2023
419,"Новороссийск, ул. Южная, 11",8091.7,2008,16,105,44.6760323,37.7846242,17.06.2023,17.06.2023
420,"Новороссийск, ул. Южная, 12",4442.8,2007,9,72,44.676643,37.7851367,17.06.2023,17.06.2023
421,"Новороссийск, ул. Южная, 13",9714.5,2012,16,90,44.6760277,37.7855851,17.06.2023,17.06.2023
422,"Новороссийск, ул. Южная, 14",9177.8,2006,17,91,44.6765939,37.7856605,17.06.2023,17.06.2023
423,"Новороссийск, ул. Южная, 15",2478.5,2012,9,108,44.67530925,37.7840866374256,17.06.2023,17.06.2023
424,"Новороссийск, ул. Южная, 17",5465,2009,9,72,44.77938795,37.7031506,17.06.2023,17.06.2023
425,"Новороссийск, ул. Южная, 19",7880.1,2013,17,112,44.67487285,37.7832097498127,17.06.2023,17.06.2023
426,"Новороссийск, ул. Южная, 1А",7588.1,2013,10,90,44.68180885,37.6317948287042,17.06.2023,17.06.2023
427,"Новороссийск, ул. Южная, 21",33589,2014,16,385,44.67584,37.7869257,17.06.2023,17.06.2023
428,"Новороссийск, ул. Южная, 23",10087.3,2013,16,105,44.67613065,37.7881595991773,17.06.2023,17.06.2023
429,"Новороссийск, ул. Южная, 25",16166.4,2015,9,216,44.67526795,37.7875566051885,17.06.2023,17.06.2023
430,"Новороссийск, ул. Южная, 27",39310.9,2017,17,385,44.6757665,37.7892082,17.06.2023,17.06.2023
431,"Новороссийск, ул. Южная, 29",9259.1,2016,16,112,44.6749396,37.789212951207,17.06.2023,17.06.2023
432,"Новороссийск, ул. Южная, 5",9096,2008,16,91,44.6760357,37.7823996,17.06.2023,17.06.2023
433,"Новороссийск, ул. Южная, 6",14169.3,1993,10,230,44.6770184,37.7830549433037,17.06.2023,17.06.2023
434,"Новороссийск, ул. Южная, 7",21014.2,2011,9,261,44.77861115,37.70433995,17.06.2023,17.06.2023
435,"Новороссийск, ул. Южная, 9",4064.8,2013,16,385,44.67579635,37.7831674456381,17.06.2023,17.06.2023
